week,department,sub_department,sku,product,gt_price,gt_regular_price,cost,promo_flag,units,walmart_price,nofrills_price,dollarama_price
2024-08-05,Household,Cleaning,SKU1021,All-Purpose Cleaner,2.88,2.88,2.2,0,186,2.86,2.93,2.83
2024-08-12,Household,Cleaning,SKU1021,All-Purpose Cleaner,3.02,3.02,2.2,0,85,2.81,2.86,2.92
2024-08-19,Household,Cleaning,SKU1021,All-Purpose Cleaner,2.87,2.87,2.21,0,172,2.83,2.98,2.84
2024-08-26,Household,Cleaning,SKU1021,All-Purpose Cleaner,2.87,2.87,2.22,0,78,2.95,3.01,2.7
2024-09-02,Household,Cleaning,SKU1021,All-Purpose Cleaner,2.4,2.85,2.2,1,306,2.76,2.89,2.65
2024-09-09,Household,Cleaning,SKU1021,All-Purpose Cleaner,2.89,2.89,2.22,0,206,2.8,3.08,2.92
2024-09-16,Household,Cleaning,SKU1021,All-Purpose Cleaner,2.82,2.82,2.22,0,93,2.83,2.89,2.69
2024-09-23,Household,Cleaning,SKU1021,All-Purpose Cleaner,2.13,2.84,2.22,1,187,2.84,2.76,2.79
2024-09-30,Household,Cleaning,SKU1021,All-Purpose Cleaner,2.7,2.7,2.21,0,283,2.95,2.95,2.77
2024-10-07,Household,Cleaning,SKU1021,All-Purpose Cleaner,3.0,3.0,2.22,0,205,2.73,2.99,2.7
2024-10-14,Household,Cleaning,SKU1021,All-Purpose Cleaner,2.92,2.92,2.23,0,186,2.95,2.87,2.71
2024-10-21,Household,Cleaning,SKU1021,All-Purpose Cleaner,2.84,2.84,2.24,0,222,2.74,2.89,2.73
2024-10-28,Household,Cleaning,SKU1021,All-Purpose Cleaner,2.98,2.98,2.23,0,123,2.97,2.86,2.79
2024-11-04,Household,Cleaning,SKU1021,All-Purpose Cleaner,2.9,2.9,2.23,0,36,2.75,2.55,2.66
2024-11-11,Household,Cleaning,SKU1021,All-Purpose Cleaner,2.84,2.84,2.24,0,63,2.97,2.88,2.65
2024-11-18,Household,Cleaning,SKU1021,All-Purpose Cleaner,3.03,3.03,2.23,0,168,3.11,2.99,2.75
2024-11-25,Household,Cleaning,SKU1021,All-Purpose Cleaner,2.82,2.82,2.24,0,171,2.72,2.9,2.68
2024-12-02,Household,Cleaning,SKU1021,All-Purpose Cleaner,2.89,2.89,2.24,0,138,2.93,2.92,2.67
2024-12-09,Household,Cleaning,SKU1021,All-Purpose Cleaner,3.02,3.02,2.24,0,99,2.84,2.89,2.71
2024-12-16,Household,Cleaning,SKU1021,All-Purpose Cleaner,2.85,2.85,2.25,0,132,2.97,3.04,2.66
2024-12-23,Household,Cleaning,SKU1021,All-Purpose Cleaner,2.38,2.92,2.25,1,104,3.05,2.9,2.82
2024-12-30,Household,Cleaning,SKU1021,All-Purpose Cleaner,3.16,3.16,2.24,0,111,3.06,3.23,2.95
2025-01-06,Household,Cleaning,SKU1021,All-Purpose Cleaner,2.97,2.97,2.24,0,125,3.02,3.11,2.84
2025-01-13,Household,Cleaning,SKU1021,All-Purpose Cleaner,3.14,3.14,2.25,0,178,2.96,3.05,2.82
2025-01-20,Household,Cleaning,SKU1021,All-Purpose Cleaner,3.11,3.11,2.25,0,46,2.84,3.01,2.84
2025-01-27,Household,Cleaning,SKU1021,All-Purpose Cleaner,2.9,2.9,2.26,0,177,3.03,2.97,2.9
2025-02-03,Household,Cleaning,SKU1021,All-Purpose Cleaner,3.11,3.11,2.26,0,181,3.17,3.23,2.98
2025-02-10,Household,Cleaning,SKU1021,All-Purpose Cleaner,3.09,3.09,2.25,0,89,3.12,3.04,2.9
2025-02-17,Household,Cleaning,SKU1021,All-Purpose Cleaner,3.12,3.12,2.26,0,139,3.13,2.99,3.01
2025-02-24,Household,Cleaning,SKU1021,All-Purpose Cleaner,2.48,3.2,2.26,1,304,3.26,3.17,3.05
2025-03-03,Household,Cleaning,SKU1021,All-Purpose Cleaner,3.24,3.24,2.27,0,163,3.22,3.12,2.79
2025-03-10,Household,Cleaning,SKU1021,All-Purpose Cleaner,3.37,3.37,2.27,0,167,3.35,3.25,3.02
2025-03-17,Household,Cleaning,SKU1021,All-Purpose Cleaner,3.21,3.21,2.27,0,196,3.11,3.17,2.85
2025-03-24,Household,Cleaning,SKU1021,All-Purpose Cleaner,3.28,3.28,2.27,0,226,3.27,3.24,3.01
2025-03-31,Household,Cleaning,SKU1021,All-Purpose Cleaner,3.16,3.16,2.26,0,177,3.25,3.15,3.1
2025-04-07,Household,Cleaning,SKU1021,All-Purpose Cleaner,3.11,3.11,2.28,0,141,3.17,3.15,3.16
2025-04-14,Household,Cleaning,SKU1021,All-Purpose Cleaner,3.16,3.16,2.27,0,169,3.25,3.28,3.0
2025-04-21,Household,Cleaning,SKU1021,All-Purpose Cleaner,3.07,3.07,2.28,0,129,3.14,3.33,2.75
2025-04-28,Household,Cleaning,SKU1021,All-Purpose Cleaner,3.13,3.13,2.28,0,155,2.97,2.99,3.15
2025-05-05,Household,Cleaning,SKU1021,All-Purpose Cleaner,3.1,3.1,2.28,0,94,3.15,3.28,3.08
2025-05-12,Household,Cleaning,SKU1021,All-Purpose Cleaner,3.27,3.27,2.28,0,125,3.09,3.16,2.88
2025-05-19,Household,Cleaning,SKU1021,All-Purpose Cleaner,3.09,3.09,2.28,0,159,3.21,3.12,2.86
2025-05-26,Household,Cleaning,SKU1021,All-Purpose Cleaner,2.9,2.9,2.29,0,195,3.16,3.0,2.8
2025-06-02,Household,Cleaning,SKU1021,All-Purpose Cleaner,2.97,2.97,2.29,0,49,3.02,3.14,2.73
2025-06-09,Household,Cleaning,SKU1021,All-Purpose Cleaner,2.93,2.93,2.29,0,76,3.1,3.04,2.95
2025-06-16,Household,Cleaning,SKU1021,All-Purpose Cleaner,3.01,3.01,2.29,0,59,2.86,3.05,2.74
2025-06-23,Household,Cleaning,SKU1021,All-Purpose Cleaner,3.19,3.19,2.29,0,155,3.13,3.01,2.85
2025-06-30,Household,Cleaning,SKU1021,All-Purpose Cleaner,2.24,2.9,2.29,1,154,2.69,3.02,2.71
2025-07-07,Household,Cleaning,SKU1021,All-Purpose Cleaner,2.95,2.95,2.29,0,257,3.0,2.96,2.74
2025-07-14,Household,Cleaning,SKU1021,All-Purpose Cleaner,2.89,2.89,2.3,0,102,2.9,2.86,2.84
2025-07-21,Household,Cleaning,SKU1021,All-Purpose Cleaner,3.02,3.02,2.3,0,154,2.86,2.94,2.82
2025-07-28,Household,Cleaning,SKU1021,All-Purpose Cleaner,2.89,2.89,2.3,0,239,2.97,2.87,2.87
2025-08-04,Household,Cleaning,SKU1021,All-Purpose Cleaner,3.13,3.13,2.31,0,163,2.78,2.94,2.67
2025-08-11,Household,Cleaning,SKU1021,All-Purpose Cleaner,2.64,2.99,2.3,1,205,2.8,3.09,2.93
2025-08-18,Household,Cleaning,SKU1021,All-Purpose Cleaner,2.89,2.89,2.3,0,105,2.85,3.06,2.83
2025-08-25,Household,Cleaning,SKU1021,All-Purpose Cleaner,2.9,2.9,2.3,0,133,2.81,2.94,2.72
2025-09-01,Household,Cleaning,SKU1021,All-Purpose Cleaner,2.84,2.84,2.32,0,124,2.84,3.01,2.74
2025-09-08,Household,Cleaning,SKU1021,All-Purpose Cleaner,2.85,2.85,2.31,0,62,2.85,2.89,2.71
2025-09-15,Household,Cleaning,SKU1021,All-Purpose Cleaner,3.06,3.06,2.32,0,32,2.84,2.93,2.78
2025-09-22,Household,Cleaning,SKU1021,All-Purpose Cleaner,2.94,2.94,2.31,0,80,2.89,2.79,2.75
2025-09-29,Household,Cleaning,SKU1021,All-Purpose Cleaner,2.98,2.98,2.32,0,98,2.81,2.91,2.77
2025-10-06,Household,Cleaning,SKU1021,All-Purpose Cleaner,2.96,2.96,2.33,0,120,2.89,2.88,2.76
2025-10-13,Household,Cleaning,SKU1021,All-Purpose Cleaner,2.78,2.78,2.33,0,241,2.9,2.77,2.69
2025-10-20,Household,Cleaning,SKU1021,All-Purpose Cleaner,2.89,2.89,2.33,0,230,2.93,2.95,2.81
2025-10-27,Household,Cleaning,SKU1021,All-Purpose Cleaner,3.05,3.05,2.33,0,201,2.85,2.94,2.72
2025-11-03,Household,Cleaning,SKU1021,All-Purpose Cleaner,3.04,3.04,2.33,0,58,3.0,2.94,2.93
2025-11-10,Household,Cleaning,SKU1021,All-Purpose Cleaner,2.82,3.1,2.34,1,188,3.0,2.9,2.6
2025-11-17,Household,Cleaning,SKU1021,All-Purpose Cleaner,3.0,3.0,2.33,0,52,2.86,2.77,2.66
2025-11-24,Household,Cleaning,SKU1021,All-Purpose Cleaner,2.98,2.98,2.34,0,197,2.91,3.13,2.95
2025-12-01,Household,Cleaning,SKU1021,All-Purpose Cleaner,3.02,3.02,2.34,0,41,2.84,3.04,2.87
2025-12-08,Household,Cleaning,SKU1021,All-Purpose Cleaner,3.0,3.0,2.34,0,240,2.91,2.88,2.77
2025-12-15,Household,Cleaning,SKU1021,All-Purpose Cleaner,2.36,3.03,2.34,1,261,2.91,3.11,2.87
2025-12-22,Household,Cleaning,SKU1021,All-Purpose Cleaner,2.89,2.89,2.34,0,111,2.83,3.01,2.81
2024-01-01,Household,Cleaning,SKU1022,Dish Soap,10.55,10.55,7.74,0,95,10.31,10.95,9.64
2024-01-08,Household,Cleaning,SKU1022,Dish Soap,11.11,11.11,7.75,0,211,11.18,10.95,10.29
2024-01-15,Household,Cleaning,SKU1022,Dish Soap,11.5,11.5,7.77,0,215,11.08,11.0,10.46
2024-01-22,Household,Cleaning,SKU1022,Dish Soap,10.85,10.85,7.76,0,172,10.54,11.36,10.5
2024-01-29,Household,Cleaning,SKU1022,Dish Soap,11.14,11.14,7.79,0,175,11.4,11.32,11.04
2024-02-05,Household,Cleaning,SKU1022,Dish Soap,11.15,11.15,7.81,0,62,10.86,11.13,10.11
2024-02-12,Household,Cleaning,SKU1022,Dish Soap,11.21,11.21,7.78,0,107,10.81,11.22,11.01
2024-02-19,Household,Cleaning,SKU1022,Dish Soap,11.04,11.04,7.81,0,170,11.82,11.34,10.51
2024-02-26,Household,Cleaning,SKU1022,Dish Soap,11.06,11.06,7.8,0,52,10.81,11.06,10.2
2024-03-04,Household,Cleaning,SKU1022,Dish Soap,11.78,11.78,7.83,0,132,11.32,11.31,11.08
2024-03-11,Household,Cleaning,SKU1022,Dish Soap,11.35,11.35,7.84,0,224,11.12,10.9,10.96
2024-03-18,Household,Cleaning,SKU1022,Dish Soap,11.06,11.06,7.84,0,105,11.56,10.37,11.34
2024-03-25,Household,Cleaning,SKU1022,Dish Soap,11.34,11.34,7.85,0,227,10.99,11.14,9.95
2024-04-01,Household,Cleaning,SKU1022,Dish Soap,11.33,11.33,7.86,0,186,11.29,11.19,10.14
2024-04-08,Household,Cleaning,SKU1022,Dish Soap,10.97,10.97,7.86,0,67,11.27,11.53,10.58
2024-04-15,Household,Cleaning,SKU1022,Dish Soap,11.33,11.33,7.86,0,99,11.27,11.04,10.45
2024-04-22,Household,Cleaning,SKU1022,Dish Soap,11.12,11.12,7.9,0,101,11.52,10.83,11.39
2024-04-29,Household,Cleaning,SKU1022,Dish Soap,11.49,11.49,7.88,0,117,10.95,11.44,10.35
2024-05-06,Household,Cleaning,SKU1022,Dish Soap,11.25,11.25,7.89,0,157,11.31,10.76,10.38
2024-05-13,Household,Cleaning,SKU1022,Dish Soap,11.29,11.29,7.88,0,143,11.6,10.97,10.78
2024-05-20,Household,Cleaning,SKU1022,Dish Soap,10.86,10.86,7.9,0,127,10.91,10.83,11.36
2024-05-27,Household,Cleaning,SKU1022,Dish Soap,11.35,11.35,7.91,0,221,11.04,11.11,11.34
2024-06-03,Household,Cleaning,SKU1022,Dish Soap,10.64,10.64,7.93,0,181,11.45,10.63,10.34
2024-06-10,Household,Cleaning,SKU1022,Dish Soap,10.74,10.74,7.93,0,249,10.6,10.86,10.79
2024-06-17,Household,Cleaning,SKU1022,Dish Soap,11.01,11.01,7.92,0,196,10.66,11.51,10.36
2024-06-24,Household,Cleaning,SKU1022,Dish Soap,10.7,10.7,7.94,0,166,11.23,10.56,10.22
2024-07-01,Household,Cleaning,SKU1022,Dish Soap,10.61,10.61,7.95,0,80,10.46,10.68,10.02
2024-07-08,Household,Cleaning,SKU1022,Dish Soap,11.0,11.0,7.93,0,103,10.93,10.18,10.98
2024-07-15,Household,Cleaning,SKU1022,Dish Soap,10.28,10.28,7.93,0,191,10.49,10.55,9.76
2024-07-22,Household,Cleaning,SKU1022,Dish Soap,8.75,11.0,7.94,1,211,11.29,11.07,10.68
2024-07-29,Household,Cleaning,SKU1022,Dish Soap,10.61,10.61,7.99,0,128,9.92,10.57,9.99
2024-08-05,Household,Cleaning,SKU1022,Dish Soap,10.49,10.49,7.99,0,129,9.85,10.8,9.49
2024-08-12,Household,Cleaning,SKU1022,Dish Soap,10.73,10.73,7.96,0,47,10.18,10.39,10.27
2024-08-19,Household,Cleaning,SKU1022,Dish Soap,10.46,10.46,7.97,0,69,10.06,11.03,9.83
2024-08-26,Household,Cleaning,SKU1022,Dish Soap,10.43,10.43,8.01,0,213,10.19,11.35,9.58
2024-09-02,Household,Cleaning,SKU1022,Dish Soap,10.38,10.38,8.0,0,143,10.71,10.78,9.42
2024-09-09,Household,Cleaning,SKU1022,Dish Soap,10.54,10.54,8.01,0,135,9.84,10.14,10.09
2024-09-16,Household,Cleaning,SKU1022,Dish Soap,10.36,10.36,8.04,0,172,10.53,10.88,9.81
2024-09-23,Household,Cleaning,SKU1022,Dish Soap,10.31,10.31,8.03,0,144,9.61,9.7,9.62
2024-09-30,Household,Cleaning,SKU1022,Dish Soap,10.0,10.0,8.06,0,198,10.23,10.55,9.24
2024-10-07,Household,Cleaning,SKU1022,Dish Soap,8.41,10.03,8.05,1,164,9.87,10.26,9.53
2024-10-14,Household,Cleaning,SKU1022,Dish Soap,10.26,10.26,8.05,0,67,10.39,10.4,9.67
2024-10-21,Household,Cleaning,SKU1022,Dish Soap,10.12,10.12,8.1,0,181,10.25,9.85,9.9
2024-10-28,Household,Cleaning,SKU1022,Dish Soap,10.44,10.44,8.06,0,201,9.9,9.99,10.45
2024-11-04,Household,Cleaning,SKU1022,Dish Soap,7.99,10.53,8.04,1,390,10.89,10.08,10.11
2024-11-11,Household,Cleaning,SKU1022,Dish Soap,10.45,10.45,8.11,0,114,9.73,9.72,10.34
2024-11-18,Household,Cleaning,SKU1022,Dish Soap,10.78,10.78,8.09,0,222,9.93,10.61,10.02
2024-11-25,Household,Cleaning,SKU1022,Dish Soap,10.32,10.32,8.08,0,169,10.49,10.19,9.81
2024-12-02,Household,Cleaning,SKU1022,Dish Soap,10.46,10.46,8.1,0,137,11.26,10.57,10.3
2024-12-09,Household,Cleaning,SKU1022,Dish Soap,10.47,10.47,8.1,0,90,9.36,10.13,9.83
2024-12-16,Household,Cleaning,SKU1022,Dish Soap,11.15,11.15,8.13,0,270,10.36,10.27,10.39
2024-12-23,Household,Cleaning,SKU1022,Dish Soap,9.12,10.99,8.11,1,395,10.47,11.0,9.95
2024-12-30,Household,Cleaning,SKU1022,Dish Soap,10.71,10.71,8.14,0,110,10.52,10.37,10.1
2025-01-06,Household,Cleaning,SKU1022,Dish Soap,11.11,11.11,8.15,0,115,10.24,10.74,10.45
2025-01-13,Household,Cleaning,SKU1022,Dish Soap,11.1,11.1,8.14,0,231,11.24,10.87,10.62
2025-01-20,Household,Cleaning,SKU1022,Dish Soap,10.69,10.69,8.15,0,180,10.36,10.56,10.55
2025-01-27,Household,Cleaning,SKU1022,Dish Soap,11.07,11.07,8.14,0,45,10.88,11.73,10.29
2025-02-03,Household,Cleaning,SKU1022,Dish Soap,10.92,10.92,8.16,0,243,11.11,10.64,10.86
2025-02-10,Household,Cleaning,SKU1022,Dish Soap,10.99,10.99,8.18,0,232,10.91,11.19,10.81
2025-02-17,Household,Cleaning,SKU1022,Dish Soap,11.1,11.1,8.18,0,207,10.7,10.48,10.32
2025-02-24,Household,Cleaning,SKU1022,Dish Soap,11.22,11.22,8.19,0,70,11.42,11.4,10.76
2025-03-03,Household,Cleaning,SKU1022,Dish Soap,11.46,11.46,8.21,0,186,10.85,11.84,11.17
2025-03-10,Household,Cleaning,SKU1022,Dish Soap,11.34,11.34,8.19,0,121,11.37,10.96,10.64
2025-03-17,Household,Cleaning,SKU1022,Dish Soap,11.1,11.1,8.2,0,124,11.24,10.78,10.3
2025-03-24,Household,Cleaning,SKU1022,Dish Soap,11.34,11.34,8.23,0,170,10.87,11.42,10.58
2025-03-31,Household,Cleaning,SKU1022,Dish Soap,11.21,11.21,8.24,0,254,11.06,11.0,10.07
2025-04-07,Household,Cleaning,SKU1022,Dish Soap,11.15,11.15,8.21,0,189,11.31,10.84,10.42
2025-04-14,Household,Cleaning,SKU1022,Dish Soap,11.33,11.33,8.24,0,165,10.84,11.53,10.61
2025-04-21,Household,Cleaning,SKU1022,Dish Soap,11.55,11.55,8.26,0,72,10.95,10.68,11.43
2025-04-28,Household,Cleaning,SKU1022,Dish Soap,11.39,11.39,8.25,0,52,11.4,11.04,10.52
2025-05-05,Household,Cleaning,SKU1022,Dish Soap,11.56,11.56,8.24,0,127,10.89,11.41,10.65
2025-05-12,Household,Cleaning,SKU1022,Dish Soap,11.28,11.28,8.26,0,48,10.97,10.85,10.51
2025-05-19,Household,Cleaning,SKU1022,Dish Soap,9.85,11.28,8.24,1,157,11.39,10.59,10.78
2025-05-26,Household,Cleaning,SKU1022,Dish Soap,11.25,11.25,8.28,0,83,11.46,10.54,10.53
2025-06-02,Household,Cleaning,SKU1022,Dish Soap,11.47,11.47,8.26,0,118,10.81,11.1,10.41
2025-06-09,Household,Cleaning,SKU1022,Dish Soap,11.35,11.35,8.3,0,178,11.41,11.12,10.79
2025-06-16,Household,Cleaning,SKU1022,Dish Soap,11.03,11.03,8.29,0,240,10.94,11.08,11.05
2025-06-23,Household,Cleaning,SKU1022,Dish Soap,10.63,10.63,8.29,0,129,10.98,10.91,10.11
2025-06-30,Household,Cleaning,SKU1022,Dish Soap,11.07,11.07,8.3,0,191,11.02,10.86,10.02
2025-07-07,Household,Cleaning,SKU1022,Dish Soap,10.91,10.91,8.32,0,231,10.3,10.16,10.55
2025-07-14,Household,Cleaning,SKU1022,Dish Soap,10.67,10.67,8.34,0,268,10.27,11.33,10.32
2025-07-21,Household,Cleaning,SKU1022,Dish Soap,7.81,10.38,8.32,1,393,10.46,10.3,9.82
2025-07-28,Household,Cleaning,SKU1022,Dish Soap,11.0,11.0,8.34,0,99,10.6,10.5,10.43
2025-08-04,Household,Cleaning,SKU1022,Dish Soap,10.56,10.56,8.33,0,242,11.09,10.99,9.7
2025-08-11,Household,Cleaning,SKU1022,Dish Soap,10.2,10.2,8.36,0,254,10.28,11.14,10.05
2025-08-18,Household,Cleaning,SKU1022,Dish Soap,10.44,10.44,8.37,0,127,9.59,10.24,10.16
2025-08-25,Household,Cleaning,SKU1022,Dish Soap,9.99,9.99,8.37,0,236,10.27,10.33,9.92
2025-09-01,Household,Cleaning,SKU1022,Dish Soap,10.31,10.31,8.38,0,114,9.6,10.85,9.69
2025-09-08,Household,Cleaning,SKU1022,Dish Soap,10.11,10.11,8.38,0,103,10.09,10.62,9.49
2025-09-15,Household,Cleaning,SKU1022,Dish Soap,9.84,9.84,8.39,0,141,10.37,9.85,9.48
2025-09-22,Household,Cleaning,SKU1022,Dish Soap,8.03,10.2,8.39,1,102,10.18,9.55,9.37
2025-09-29,Household,Cleaning,SKU1022,Dish Soap,10.4,10.4,8.4,0,216,10.32,9.91,9.62
2025-10-06,Household,Cleaning,SKU1022,Dish Soap,10.41,10.41,8.39,0,144,10.16,10.22,9.37
2025-10-13,Household,Cleaning,SKU1022,Dish Soap,10.06,10.06,8.4,0,151,10.7,10.05,9.41
2025-10-20,Household,Cleaning,SKU1022,Dish Soap,10.41,10.41,8.41,0,57,10.26,10.16,9.61
2025-10-27,Household,Cleaning,SKU1022,Dish Soap,10.35,10.35,8.42,0,131,9.89,10.42,9.25
2025-11-03,Household,Cleaning,SKU1022,Dish Soap,10.26,10.26,8.45,0,151,10.5,10.12,10.14
2025-11-10,Household,Cleaning,SKU1022,Dish Soap,10.84,10.84,8.42,0,241,10.44,11.0,10.32
2025-11-17,Household,Cleaning,SKU1022,Dish Soap,7.98,10.55,8.46,1,244,9.91,10.66,9.93
2025-11-24,Household,Cleaning,SKU1022,Dish Soap,10.05,10.05,8.44,0,177,9.87,10.1,10.01
2025-12-01,Household,Cleaning,SKU1022,Dish Soap,10.74,10.74,8.46,0,107,10.16,10.22,9.66
2025-12-08,Household,Cleaning,SKU1022,Dish Soap,10.8,10.8,8.46,0,201,10.82,10.44,9.42
2025-12-15,Household,Cleaning,SKU1022,Dish Soap,11.05,11.05,8.46,0,53,11.06,10.62,10.13
2025-12-22,Household,Cleaning,SKU1022,Dish Soap,10.97,10.97,8.47,0,69,10.64,10.76,10.36
2024-01-01,Household,Cleaning,SKU1023,Bleach,16.49,16.49,13.12,0,243,16.33,16.83,16.4
2024-01-08,Household,Cleaning,SKU1023,Bleach,12.92,16.93,13.11,1,318,16.07,16.21,16.11
2024-01-15,Household,Cleaning,SKU1023,Bleach,17.0,17.0,13.08,0,223,16.39,17.2,16.2
2024-01-22,Household,Cleaning,SKU1023,Bleach,16.74,16.74,13.09,0,129,16.7,16.63,16.66
2024-01-29,Household,Cleaning,SKU1023,Bleach,17.4,17.4,13.16,0,236,16.64,17.28,16.1
2024-02-05,Household,Cleaning,SKU1023,Bleach,16.89,16.89,13.16,0,46,16.53,16.02,15.85
2024-02-12,Household,Cleaning,SKU1023,Bleach,15.2,17.42,13.16,1,407,16.1,17.16,16.6
2024-02-19,Household,Cleaning,SKU1023,Bleach,17.73,17.73,13.21,0,102,16.79,17.13,16.35
2024-02-26,Household,Cleaning,SKU1023,Bleach,17.56,17.56,13.21,0,145,17.22,17.65,15.1
2024-03-04,Household,Cleaning,SKU1023,Bleach,17.89,17.89,13.21,0,84,17.46,17.26,16.65
2024-03-11,Household,Cleaning,SKU1023,Bleach,17.9,17.9,13.2,0,112,17.65,18.23,17.27
2024-03-18,Household,Cleaning,SKU1023,Bleach,17.46,17.46,13.25,0,231,18.03,16.85,17.72
2024-03-25,Household,Cleaning,SKU1023,Bleach,17.58,17.58,13.27,0,101,17.53,16.89,16.14
2024-04-01,Household,Cleaning,SKU1023,Bleach,17.97,17.97,13.25,0,196,17.79,17.07,17.15
2024-04-08,Household,Cleaning,SKU1023,Bleach,14.31,17.62,13.29,1,188,17.07,17.49,15.75
2024-04-15,Household,Cleaning,SKU1023,Bleach,17.35,17.35,13.24,0,94,16.99,18.42,16.65
2024-04-22,Household,Cleaning,SKU1023,Bleach,17.61,17.61,13.28,0,231,16.78,17.01,16.92
2024-04-29,Household,Cleaning,SKU1023,Bleach,17.79,17.79,13.31,0,73,16.32,17.35,16.21
2024-05-06,Household,Cleaning,SKU1023,Bleach,17.34,17.34,13.36,0,283,17.35,17.22,16.35
2024-05-13,Household,Cleaning,SKU1023,Bleach,16.9,16.9,13.31,0,91,16.81,16.96,15.74
2024-05-20,Household,Cleaning,SKU1023,Bleach,17.47,17.47,13.3,0,59,17.32,17.6,16.04
2024-05-27,Household,Cleaning,SKU1023,Bleach,17.16,17.16,13.32,0,49,17.27,17.33,16.0
2024-06-03,Household,Cleaning,SKU1023,Bleach,16.6,16.6,13.33,0,149,16.17,16.66,15.87
2024-06-10,Household,Cleaning,SKU1023,Bleach,17.18,17.18,13.4,0,69,17.02,16.56,15.6
2024-06-17,Household,Cleaning,SKU1023,Bleach,16.83,16.83,13.38,0,230,16.86,17.51,15.69
2024-06-24,Household,Cleaning,SKU1023,Bleach,16.89,16.89,13.39,0,68,16.58,16.59,15.82
2024-07-01,Household,Cleaning,SKU1023,Bleach,17.37,17.37,13.41,0,35,16.62,15.89,16.24
2024-07-08,Household,Cleaning,SKU1023,Bleach,16.89,16.89,13.41,0,158,15.96,16.4,15.23
2024-07-15,Household,Cleaning,SKU1023,Bleach,16.8,16.8,13.46,0,91,15.98,16.68,15.19
2024-07-22,Household,Cleaning,SKU1023,Bleach,16.15,16.15,13.4,0,202,17.12,15.92,15.35
2024-07-29,Household,Cleaning,SKU1023,Bleach,16.59,16.59,13.41,0,47,16.41,15.9,14.77
2024-08-05,Household,Cleaning,SKU1023,Bleach,16.59,16.59,13.46,0,137,16.19,17.12,16.77
2024-08-12,Household,Cleaning,SKU1023,Bleach,17.04,17.04,13.5,0,158,17.3,15.52,15.29
2024-08-19,Household,Cleaning,SKU1023,Bleach,17.18,17.18,13.5,0,227,16.29,15.43,15.12
2024-08-26,Household,Cleaning,SKU1023,Bleach,15.7,15.7,13.49,0,181,16.04,16.0,14.97
2024-09-02,Household,Cleaning,SKU1023,Bleach,16.0,16.0,13.49,0,187,16.32,16.09,14.91
2024-09-09,Household,Cleaning,SKU1023,Bleach,16.15,16.15,13.51,0,68,16.06,15.51,15.34
2024-09-16,Household,Cleaning,SKU1023,Bleach,15.9,15.9,13.52,0,205,16.44,16.37,15.11
2024-09-23,Household,Cleaning,SKU1023,Bleach,16.06,16.06,13.54,0,216,16.88,15.94,15.21
2024-09-30,Household,Cleaning,SKU1023,Bleach,16.19,16.19,13.56,0,237,15.88,15.9,15.2
2024-10-07,Household,Cleaning,SKU1023,Bleach,16.4,16.4,13.54,0,225,16.07,15.65,14.63
2024-10-14,Household,Cleaning,SKU1023,Bleach,16.29,16.29,13.62,0,48,14.8,16.0,14.76
2024-10-21,Household,Cleaning,SKU1023,Bleach,15.74,15.74,13.61,0,121,15.54,14.95,14.51
2024-10-28,Household,Cleaning,SKU1023,Bleach,15.8,15.8,13.62,0,69,15.38,16.0,15.09
2024-11-04,Household,Cleaning,SKU1023,Bleach,16.45,16.45,13.6,0,179,16.42,16.26,16.04
2024-11-11,Household,Cleaning,SKU1023,Bleach,16.4,16.4,13.63,0,97,16.65,15.55,15.25
2024-11-18,Household,Cleaning,SKU1023,Bleach,16.06,16.06,13.68,0,56,16.1,15.85,16.19
2024-11-25,Household,Cleaning,SKU1023,Bleach,13.49,16.22,13.62,1,191,15.49,16.31,15.01
2024-12-02,Household,Cleaning,SKU1023,Bleach,16.4,16.4,13.62,0,147,16.37,16.24,16.02
2024-12-09,Household,Cleaning,SKU1023,Bleach,16.82,16.82,13.66,0,76,16.83,16.86,14.59
2024-12-16,Household,Cleaning,SKU1023,Bleach,16.09,16.09,13.68,0,67,16.02,16.66,15.58
2024-12-23,Household,Cleaning,SKU1023,Bleach,15.41,17.11,13.7,1,318,16.94,17.17,15.66
2024-12-30,Household,Cleaning,SKU1023,Bleach,16.69,16.69,13.71,0,101,16.12,16.95,15.24
2025-01-06,Household,Cleaning,SKU1023,Bleach,17.21,17.21,13.7,0,210,17.23,17.43,16.26
2025-01-13,Household,Cleaning,SKU1023,Bleach,16.71,16.71,13.67,0,256,16.76,16.74,15.89
2025-01-20,Household,Cleaning,SKU1023,Bleach,17.55,17.55,13.73,0,111,17.05,17.22,16.54
2025-01-27,Household,Cleaning,SKU1023,Bleach,17.2,17.2,13.69,0,135,16.69,17.27,16.4
2025-02-03,Household,Cleaning,SKU1023,Bleach,17.15,17.15,13.79,0,238,16.5,16.38,17.36
2025-02-10,Household,Cleaning,SKU1023,Bleach,16.48,16.48,13.72,0,94,16.22,17.29,16.44
2025-02-17,Household,Cleaning,SKU1023,Bleach,17.35,17.35,13.85,0,208,17.3,17.18,16.57
2025-02-24,Household,Cleaning,SKU1023,Bleach,17.6,17.6,13.82,0,124,16.7,16.93,15.78
2025-03-03,Household,Cleaning,SKU1023,Bleach,17.67,17.67,13.84,0,76,17.65,17.35,16.27
2025-03-10,Household,Cleaning,SKU1023,Bleach,17.39,17.39,13.83,0,69,17.59,17.85,16.44
